semester_id,semester_name,start_date,end_date
738,A,2023-11-28,2024-01-05
739,ELUL,2024-05-12,2023-11-02
740,A,2023-09-21,2024-02-08
741,ELUL,2023-09-20,2024-04-09
742,B,2024-04-21,2023-07-20
743,B,2024-02-22,2024-04-09
744,B,2023-10-16,2024-02-14
745,ELUL,2023-11-24,2023-11-01
746,B,2023-08-12,2023-08-04
747,A,2023-10-10,2023-09-05
748,ELUL,2024-02-22,2023-08-23
749,ELUL,2023-10-27,2024-03-02
750,ELUL,2023-11-20,2023-09-06
751,A,2024-01-24,2023-10-09
752,B,2023-06-03,2024-04-08
753,B,2024-01-16,2024-04-11
754,A,2024-01-09,2023-11-10
755,B,2023-09-13,2023-11-07
756,B,2024-05-21,2023-10-30
757,B,2023-08-09,2024-05-24
758,A,2024-01-14,2024-04-19
759,ELUL,2024-02-03,2024-02-27
760,A,2023-06-28,2023-10-03
761,B,2023-09-25,2024-05-09
762,B,2024-01-07,2023-06-05
763,ELUL,2023-11-25,2023-07-17
764,A,2023-06-18,2023-11-12
765,B,2023-08-29,2023-09-18
766,ELUL,2024-01-23,2023-08-01
767,B,2024-05-20,2024-05-24
768,B,2023-06-19,2023-11-15
769,B,2023-12-27,2023-08-07
770,B,2023-08-24,2023-12-07
771,A,2023-11-19,2024-04-30
772,B,2024-01-19,2024-05-10
773,ELUL,2023-11-26,2023-09-16
774,B,2024-02-01,2023-10-31
775,ELUL,2023-09-29,2023-10-10
776,A,2024-01-14,2023-06-24
777,A,2023-06-18,2024-04-06
778,ELUL,2023-10-17,2023-11-03
779,B,2024-01-11,2023-10-17
780,A,2023-08-15,2024-05-05
781,ELUL,2023-10-20,2024-03-16
782,B,2023-11-13,2024-03-23
783,ELUL,2023-12-18,2023-11-29
784,A,2023-11-14,2024-04-05
785,B,2023-09-26,2023-10-27
786,A,2024-05-24,2024-01-21
787,B,2023-12-24,2024-04-13
788,B,2024-03-08,2023-10-24
789,ELUL,2023-08-13,2023-10-04
790,B,2023-08-04,2023-10-04
791,B,2023-08-25,2024-05-19
792,ELUL,2023-12-17,2024-02-24
793,ELUL,2024-01-19,2023-11-21
794,B,2024-04-11,2024-03-31
795,ELUL,2023-05-31,2023-09-06
796,A,2023-07-12,2023-12-27
797,A,2023-06-26,2024-02-15
798,B,2023-08-05,2023-10-27
799,ELUL,2023-12-24,2024-04-29
800,ELUL,2024-01-22,2024-03-01
801,A,2023-10-03,2024-04-01
802,ELUL,2023-09-24,2024-04-27
803,B,2023-06-22,2024-04-27
804,B,2024-01-28,2023-10-20
805,ELUL,2023-07-19,2024-04-19
806,B,2023-10-01,2023-09-08
807,B,2023-07-28,2024-01-16
808,A,2023-11-17,2024-05-01
809,A,2023-12-07,2023-08-09
810,B,2024-05-17,2023-06-24
811,A,2023-07-10,2023-12-23
812,ELUL,2024-02-22,2024-02-11
813,ELUL,2024-02-07,2024-04-20
814,A,2023-06-28,2023-12-03
815,A,2024-03-21,2023-09-08
816,ELUL,2024-01-15,2024-03-13
817,B,2024-02-13,2023-06-05
818,ELUL,2023-09-10,2024-03-11
819,B,2024-02-10,2024-02-19
820,B,2024-03-09,2024-03-05
821,A,2023-10-18,2023-09-21
822,ELUL,2023-06-18,2024-02-07
823,B,2023-06-01,2024-05-07
824,A,2023-06-16,2023-08-10
825,B,2024-05-02,2024-02-10
826,A,2023-10-11,2024-01-22
827,B,2023-05-29,2023-06-04
828,ELUL,2023-07-30,2024-02-09
829,A,2024-03-21,2023-09-20
830,B,2024-04-29,2023-07-12
831,B,2023-08-19,2024-02-13
832,B,2024-02-07,2023-12-07
833,B,2023-06-22,2023-12-02
834,ELUL,2024-01-30,2024-04-10
835,ELUL,2023-12-08,2024-05-10
836,A,2023-10-10,2024-01-31
837,B,2023-06-07,2023-09-08
838,ELUL,2023-12-17,2023-12-12
839,B,2023-09-05,2024-04-22
840,ELUL,2023-09-26,2023-06-19
841,ELUL,2023-10-05,2023-07-28
842,B,2024-02-21,2023-08-27
843,ELUL,2023-08-27,2023-05-28
844,ELUL,2023-06-14,2024-01-30
845,ELUL,2024-04-23,2023-08-26
846,ELUL,2023-12-15,2023-08-13
847,B,2023-06-01,2024-05-16
848,ELUL,2023-12-19,2023-11-03
849,B,2023-10-06,2024-01-10
850,B,2024-05-26,2023-12-09
851,ELUL,2023-06-29,2023-07-02
852,B,2023-08-03,2023-06-12
853,B,2024-02-24,2023-10-29
854,ELUL,2024-03-16,2023-08-22
855,B,2024-01-25,2024-04-03
856,B,2023-10-02,2024-04-17
857,A,2023-10-20,2024-05-26
858,ELUL,2023-11-11,2023-09-01
859,ELUL,2024-05-15,2023-06-09
860,ELUL,2024-05-01,2024-01-29
861,A,2024-05-17,2023-08-24
862,A,2023-09-08,2023-05-30
863,ELUL,2024-03-16,2024-04-04
864,A,2023-10-28,2023-11-17
865,A,2024-04-16,2024-01-30
866,B,2024-02-18,2023-10-30
867,ELUL,2024-05-14,2024-03-04
868,B,2024-03-01,2024-03-08
869,A,2024-01-31,2024-02-02
870,ELUL,2023-07-10,2023-11-20
871,A,2023-11-13,2024-03-14
872,B,2023-06-03,2023-11-21
873,ELUL,2024-03-17,2023-07-29
874,B,2024-01-03,2023-08-12
875,ELUL,2024-01-06,2024-02-19
876,ELUL,2023-06-04,2024-03-16
877,A,2023-08-27,2023-11-01
878,A,2023-12-14,2023-06-09
879,B,2023-07-07,2024-05-16
880,A,2024-04-29,2023-11-11
881,B,2024-04-18,2024-05-22
882,B,2023-10-13,2023-06-16
883,B,2023-11-17,2024-05-16
884,ELUL,2024-05-01,2024-02-05
885,ELUL,2023-09-21,2023-12-22
886,B,2023-06-07,2023-07-02
887,A,2023-11-01,2023-11-12
888,A,2023-06-29,2023-07-25
889,B,2023-06-21,2023-06-23
890,ELUL,2023-06-17,2024-03-30
891,B,2023-07-25,2024-05-17
892,A,2024-02-24,2023-12-23
893,A,2023-10-21,2023-11-12
894,B,2023-11-09,2024-03-30
895,ELUL,2023-08-13,2023-07-22
896,B,2024-01-10,2023-07-14
897,B,2023-12-10,2023-07-15
898,B,2023-12-27,2023-06-08
899,B,2023-11-22,2024-05-26
900,ELUL,2024-05-01,2023-06-27
901,A,2024-05-25,2023-10-30
902,ELUL,2023-07-03,2024-01-09
903,B,2023-11-07,2023-08-10
904,ELUL,2024-01-24,2024-03-18
905,B,2024-05-25,2023-08-24
906,B,2024-02-20,2023-08-29
907,ELUL,2024-03-16,2024-01-26
908,B,2023-08-10,2023-08-14
909,A,2023-08-04,2023-06-11
910,ELUL,2024-04-29,2023-10-16
911,ELUL,2023-10-15,2023-07-16
912,B,2024-03-19,2023-11-04
913,ELUL,2024-02-23,2023-12-06
914,A,2023-10-10,2024-01-12
915,B,2023-11-22,2023-11-01
916,A,2023-08-15,2023-11-28
917,ELUL,2024-02-03,2024-01-18
918,ELUL,2023-08-24,2024-04-14
919,A,2024-04-02,2023-06-27
920,B,2023-11-11,2023-12-29
921,ELUL,2023-11-10,2024-03-04
922,ELUL,2024-01-17,2023-12-05
923,ELUL,2023-09-17,2023-06-11
924,ELUL,2023-11-13,2024-03-04
925,A,2024-01-07,2024-03-04
926,A,2024-03-31,2024-02-29
927,A,2024-01-13,2024-01-11
928,ELUL,2023-07-09,2024-05-10
929,A,2024-01-14,2024-04-24
930,B,2024-03-15,2024-02-04
931,A,2023-06-13,2024-01-20
932,B,2023-08-09,2023-11-11
933,A,2024-03-19,2023-12-09
934,ELUL,2023-07-21,2023-07-17
935,B,2023-11-09,2024-05-19
936,A,2024-02-15,2023-06-06
937,A,2023-10-01,2023-07-01
938,B,2024-04-07,2023-06-25
939,A,2024-04-23,2024-05-11
940,A,2024-04-21,2024-05-22
941,ELUL,2024-02-27,2023-07-02
942,ELUL,2024-02-03,2023-08-20
943,B,2024-05-22,2023-11-11
944,B,2024-04-01,2023-09-03
945,B,2023-11-06,2023-06-28
946,B,2024-02-15,2024-05-21
947,B,2023-11-08,2023-11-05
948,A,2023-05-28,2023-11-11
949,A,2024-01-10,2023-10-19
950,A,2023-08-26,2023-09-01
951,A,2023-06-29,2023-08-16
952,ELUL,2023-10-16,2023-11-07
953,B,2023-09-22,2024-01-18
954,A,2023-09-20,2023-12-28
955,ELUL,2023-06-16,2024-04-01
956,B,2023-06-14,2023-06-10
957,B,2023-09-15,2024-03-18
958,B,2024-04-03,2023-08-25
959,A,2023-09-09,2024-02-09
960,ELUL,2023-09-29,2024-02-10
961,A,2024-04-28,2024-01-17
962,B,2023-11-06,2024-05-01
963,ELUL,2024-01-23,2023-07-17
964,ELUL,2023-10-08,2023-09-26
965,A,2023-08-07,2023-12-21
966,B,2023-06-28,2023-11-21
967,ELUL,2024-01-17,2024-03-31
968,A,2023-10-04,2024-04-13
969,ELUL,2024-03-13,2023-09-28
970,ELUL,2023-08-07,2023-09-04
971,ELUL,2024-05-21,2024-01-28
972,B,2024-04-24,2024-02-22
973,ELUL,2023-10-01,2023-07-05
974,A,2023-09-18,2023-10-15
975,A,2024-02-03,2023-10-29
976,B,2024-01-11,2023-12-01
977,ELUL,2023-09-04,2023-06-14
978,A,2023-11-05,2023-06-22
979,A,2023-10-04,2023-06-17
980,ELUL,2023-12-15,2024-04-04
981,B,2023-06-17,2023-12-30
982,ELUL,2023-10-16,2023-08-17
983,ELUL,2023-10-13,2024-01-21
984,ELUL,2024-03-14,2023-10-22
985,A,2023-11-09,2024-03-30
986,B,2023-08-25,2023-08-02
987,ELUL,2024-01-27,2023-08-31
988,A,2023-10-28,2023-09-06
989,ELUL,2023-07-10,2024-01-28
990,A,2024-02-15,2024-05-23
991,ELUL,2023-10-27,2023-09-08
992,B,2024-01-10,2023-09-22
993,ELUL,2023-10-06,2024-04-25
994,ELUL,2024-05-03,2023-09-16
995,A,2023-09-26,2024-01-26
996,B,2023-09-24,2024-04-11
997,ELUL,2023-11-22,2024-02-13
998,A,2024-03-30,2023-09-05
999,ELUL,2023-07-21,2023-09-22
1000,B,2023-11-11,2024-05-25
